person,year_month,screen_time_seconds
andrea mitchell,2015-02,10173
andrea mitchell,2015-03,14596
andrea mitchell,2015-04,11289
andrea mitchell,2015-05,8897
andrea mitchell,2015-06,10107
andrea mitchell,2015-07,15148
andrea mitchell,2015-08,6751
andrea mitchell,2015-09,14004
andrea mitchell,2015-10,14306
andrea mitchell,2015-11,11563
andrea mitchell,2015-12,7254
andrea mitchell,2016-01,10665
andrea mitchell,2016-02,15341
andrea mitchell,2016-03,12638
andrea mitchell,2016-04,12509
andrea mitchell,2016-05,11327
andrea mitchell,2016-06,11469
andrea mitchell,2016-07,16638
andrea mitchell,2016-08,10065
andrea mitchell,2016-09,12719
andrea mitchell,2016-10,12077
andrea mitchell,2016-11,15528
andrea mitchell,2016-12,11339
andrea mitchell,2017-01,14000
andrea mitchell,2017-02,12706
andrea mitchell,2017-03,14245
andrea mitchell,2017-04,15548
andrea mitchell,2017-05,22261
andrea mitchell,2017-06,11283
andrea mitchell,2017-07,14354
andrea mitchell,2017-08,14911
andrea mitchell,2017-09,10690
andrea mitchell,2017-10,12035
andrea mitchell,2017-11,12609
andrea mitchell,2017-12,10370
andrea mitchell,2018-01,14842
andrea mitchell,2018-02,14676
andrea mitchell,2018-03,18564
andrea mitchell,2018-04,14695
andrea mitchell,2018-05,18168
andrea mitchell,2018-06,11594
andrea mitchell,2018-07,20560
andrea mitchell,2018-08,18837
andrea mitchell,2018-09,12777
andrea mitchell,2018-10,11444
andrea mitchell,2018-11,10555
andrea mitchell,2018-12,11350
andrea mitchell,2019-01,13713
andrea mitchell,2019-02,12139
andrea mitchell,2019-03,11660
andrea mitchell,2019-04,14791
andrea mitchell,2019-05,13364
andrea mitchell,2019-06,11820
andrea mitchell,2019-07,12675
andrea mitchell,2019-08,11435
andrea mitchell,2019-09,12481
andrea mitchell,2019-10,15540
andrea mitchell,2019-11,8011
andrea mitchell,2019-12,8288
andrea mitchell,2020-01,12716
andrea mitchell,2020-02,11050
andrea mitchell,2020-03,13139
andrea mitchell,2020-04,13618
andrea mitchell,2020-05,14427
andrea mitchell,2020-06,12952
andrea mitchell,2020-07,15045
andrew levy,2010-01,9043
andrew levy,2010-02,6971
andrew levy,2010-03,7979
andrew levy,2010-04,8691
andrew levy,2010-05,4440
andrew levy,2010-06,2364
andrew levy,2010-07,10179
andrew levy,2010-08,10989
andrew levy,2010-09,9243
andrew levy,2010-10,11458
andrew levy,2010-11,12576
andrew levy,2010-12,6432
andrew levy,2011-01,10576
andrew levy,2011-02,10876
andrew levy,2011-03,12596
andrew levy,2011-04,10979
andrew levy,2011-05,13362
andrew levy,2011-06,13112
andrew levy,2011-07,16189
andrew levy,2011-08,13938
andrew levy,2011-09,13323
andrew levy,2011-10,8985
andrew levy,2011-11,16678
andrew levy,2011-12,16137
andrew levy,2012-01,8814
andrew levy,2012-02,14944
andrew levy,2012-03,14482
andrew levy,2012-04,14555
andrew levy,2012-05,15629
andrew levy,2012-06,15110
andrew levy,2012-07,14632
andrew levy,2012-08,13491
andrew levy,2012-09,9874
andrew levy,2012-10,10494
andrew levy,2012-11,12942
andrew levy,2012-12,10682
andrew levy,2013-01,14326
andrew levy,2013-02,18585
andrew levy,2013-03,13127
andrew levy,2013-04,13827
andrew levy,2013-05,14888
andrew levy,2013-06,13187
andrew levy,2013-07,12396
andrew levy,2013-08,11395
andrew levy,2013-09,9770
andrew levy,2013-10,13305
andrew levy,2013-11,10608
andrew levy,2013-12,9848
andrew levy,2014-01,10891
andrew levy,2014-02,11569
andrew levy,2014-03,13265
andrew levy,2014-04,11485
andrew levy,2014-05,13338
andrew levy,2014-06,10154
andrew levy,2014-07,8834
andrew levy,2014-08,9485
andrew levy,2014-09,4833
andrew levy,2014-10,12439
andrew levy,2014-11,11909
andrew levy,2014-12,10100
andrew levy,2015-01,7825
andrew levy,2015-02,10263
andrew levy,2015-03,12067
andrew levy,2015-04,11675
andrew levy,2015-05,8113
andrew levy,2015-06,11724
andrew levy,2015-07,5196
andrew levy,2015-08,8775
andrew levy,2015-09,10589
andrew levy,2015-10,9635
andrew levy,2015-11,6248
andrew levy,2015-12,7289
andrew levy,2016-01,9375
andrew levy,2016-02,6872
andrew levy,2016-03,7843
andrew levy,2016-04,10683
andrew levy,2016-05,7764
andrew levy,2016-06,7687
andrew levy,2016-07,4568
andrew levy,2016-08,11953
andrew levy,2016-09,7586
andrew levy,2016-10,5331
andrew levy,2016-11,5100
andrew levy,2016-12,7823
andrew levy,2017-01,8707
andrew levy,2017-02,9566
andrew levy,2017-03,8639
andrew levy,2017-04,3310
andrew levy,2017-05,0
andrew levy,2017-06,0
andrew levy,2017-07,0
andrew levy,2017-08,15
andrew levy,2017-09,0
andrew levy,2017-10,0
andrew levy,2017-11,0
andrew levy,2017-12,0
andrew levy,2018-01,0
andrew levy,2018-02,0
andrew levy,2018-03,0
andrew levy,2018-04,0
andrew levy,2018-05,0
andrew levy,2018-06,0
andrew levy,2018-07,0
andrew levy,2018-08,0
andrew levy,2018-09,0
andrew levy,2018-10,0
andrew levy,2018-11,0
andrew levy,2018-12,0
andrew levy,2019-01,0
andrew levy,2019-02,7
andrew levy,2019-03,0
andrew levy,2019-04,0
andrew levy,2019-05,0
andrew levy,2019-06,0
andrew levy,2019-07,0
andrew levy,2019-08,0
andrew levy,2019-09,0
andrew levy,2019-10,0
andrew levy,2019-11,0
andrew levy,2019-12,0
andrew levy,2020-01,0
andrew levy,2020-02,0
andrew levy,2020-03,0
andrew levy,2020-04,0
andrew levy,2020-05,0
andrew levy,2020-06,0
andrew levy,2020-07,0
ari melber,2010-01,189
ari melber,2010-02,48
ari melber,2010-03,6
ari melber,2010-04,117
ari melber,2010-05,21
ari melber,2010-06,3
ari melber,2010-07,453
ari melber,2010-08,780
ari melber,2010-09,165
ari melber,2010-10,2159
ari melber,2010-11,1008
ari melber,2010-12,672
ari melber,2011-01,891
ari melber,2011-02,387
ari melber,2011-03,216
ari melber,2011-04,1305
ari melber,2011-05,768
ari melber,2011-06,192
ari melber,2011-07,2046
ari melber,2011-08,1344
ari melber,2011-09,1401
ari melber,2011-10,899
ari melber,2011-11,1904
ari melber,2011-12,4577
ari melber,2012-01,4623
ari melber,2012-02,2543
ari melber,2012-03,4649
ari melber,2012-04,2517
ari melber,2012-05,2850
ari melber,2012-06,6722
ari melber,2012-07,6136
ari melber,2012-08,3387
ari melber,2012-09,7001
ari melber,2012-10,5079
ari melber,2012-11,7691
ari melber,2012-12,9293
ari melber,2013-01,3839
ari melber,2013-02,3474
ari melber,2013-03,5711
ari melber,2013-04,7448
ari melber,2013-05,8500
ari melber,2013-06,11179
ari melber,2013-07,9986
ari melber,2013-08,11041
ari melber,2013-09,7640
ari melber,2013-10,9587
ari melber,2013-11,7315
ari melber,2013-12,12017
ari melber,2014-01,14699
ari melber,2014-02,17015
ari melber,2014-03,19001
ari melber,2014-04,20555
ari melber,2014-05,19249
ari melber,2014-06,21019
ari melber,2014-07,13576
ari melber,2014-08,6601
ari melber,2014-09,6244
ari melber,2014-10,4537
ari melber,2014-11,7787
ari melber,2014-12,14091
ari melber,2015-01,5443
ari melber,2015-02,6791
ari melber,2015-03,12440
ari melber,2015-04,10270
ari melber,2015-05,7094
ari melber,2015-06,13557
ari melber,2015-07,7320
ari melber,2015-08,11355
ari melber,2015-09,8721
ari melber,2015-10,6187
ari melber,2015-11,7433
ari melber,2015-12,12731
ari melber,2016-01,6488
ari melber,2016-02,8990
ari melber,2016-03,8050
ari melber,2016-04,5426
ari melber,2016-05,9108
ari melber,2016-06,8623
ari melber,2016-07,7038
ari melber,2016-08,7305
ari melber,2016-09,6641
ari melber,2016-10,9617
ari melber,2016-11,11807
ari melber,2016-12,20701
ari melber,2017-01,14867
ari melber,2017-02,23100
ari melber,2017-03,20543
ari melber,2017-04,12920
ari melber,2017-05,23858
ari melber,2017-06,22344
ari melber,2017-07,20841
ari melber,2017-08,21877
ari melber,2017-09,18460
ari melber,2017-10,26393
ari melber,2017-11,18836
ari melber,2017-12,27638
ari melber,2018-01,29218
ari melber,2018-02,25028
ari melber,2018-03,38311
ari melber,2018-04,29202
ari melber,2018-05,33967
ari melber,2018-06,33875
ari melber,2018-07,41693
ari melber,2018-08,35589
ari melber,2018-09,28143
ari melber,2018-10,26070
ari melber,2018-11,33194
ari melber,2018-12,34301
ari melber,2019-01,31730
ari melber,2019-02,38065
ari melber,2019-03,54760
ari melber,2019-04,43742
ari melber,2019-05,29767
ari melber,2019-06,35011
ari melber,2019-07,32747
ari melber,2019-08,26963
ari melber,2019-09,29827
ari melber,2019-10,45492
ari melber,2019-11,40102
ari melber,2019-12,37323
ari melber,2020-01,41593
ari melber,2020-02,30406
ari melber,2020-03,37649
ari melber,2020-04,29432
ari melber,2020-05,41915
ari melber,2020-06,35898
ari melber,2020-07,40080
barack obama,2010-01,167530
barack obama,2010-02,102878
barack obama,2010-03,94243
barack obama,2010-04,78310
barack obama,2010-05,39276
barack obama,2010-06,55035
barack obama,2010-07,79211
barack obama,2010-08,61630
barack obama,2010-09,87532
barack obama,2010-10,47037
barack obama,2010-11,86159
barack obama,2010-12,82737
barack obama,2011-01,97512
barack obama,2011-02,73032
barack obama,2011-03,76976
barack obama,2011-04,76663
barack obama,2011-05,78554
barack obama,2011-06,67355
barack obama,2011-07,102168
barack obama,2011-08,76645
barack obama,2011-09,89339
barack obama,2011-10,70214
barack obama,2011-11,48460
barack obama,2011-12,65014
barack obama,2012-01,81108
barack obama,2012-02,79847
barack obama,2012-03,88450
barack obama,2012-04,105166
barack obama,2012-05,120743
barack obama,2012-06,89761
barack obama,2012-07,83276
barack obama,2012-08,59238
barack obama,2012-09,136813
barack obama,2012-10,249590
barack obama,2012-11,148852
barack obama,2012-12,127177
barack obama,2013-01,154587
barack obama,2013-02,102819
barack obama,2013-03,74437
barack obama,2013-04,80530
barack obama,2013-05,94537
barack obama,2013-06,68965
barack obama,2013-07,81454
barack obama,2013-08,103140
barack obama,2013-09,162013
barack obama,2013-10,108128
barack obama,2013-11,96816
barack obama,2013-12,96535
barack obama,2014-01,106962
barack obama,2014-02,64083
barack obama,2014-03,75351
barack obama,2014-04,84160
barack obama,2014-05,75270
barack obama,2014-06,82085
barack obama,2014-07,68687
barack obama,2014-08,102155
barack obama,2014-09,120849
barack obama,2014-10,46625
barack obama,2014-11,118959
barack obama,2014-12,80612
barack obama,2015-01,71250
barack obama,2015-02,90556
barack obama,2015-03,47298
barack obama,2015-04,61429
barack obama,2015-05,34988
barack obama,2015-06,67701
barack obama,2015-07,68464
barack obama,2015-08,37448
barack obama,2015-09,30454
barack obama,2015-10,66305
barack obama,2015-11,70342
barack obama,2015-12,73891
barack obama,2016-01,59797
barack obama,2016-02,50554
barack obama,2016-03,36695
barack obama,2016-04,55794
barack obama,2016-05,61833
barack obama,2016-06,63030
barack obama,2016-07,80386
barack obama,2016-08,39204
barack obama,2016-09,68588
barack obama,2016-10,33415
barack obama,2016-11,88055
barack obama,2016-12,85821
barack obama,2017-01,73562
barack obama,2017-02,4109
barack obama,2017-03,10263
barack obama,2017-04,12153
barack obama,2017-05,10828
barack obama,2017-06,7685
barack obama,2017-07,3171
barack obama,2017-08,3732
barack obama,2017-09,5554
barack obama,2017-10,9417
barack obama,2017-11,2552
barack obama,2017-12,5568
barack obama,2018-01,4491
barack obama,2018-02,8821
barack obama,2018-03,4539
barack obama,2018-04,3356
barack obama,2018-05,4088
barack obama,2018-06,4504
barack obama,2018-07,14939
barack obama,2018-08,9464
barack obama,2018-09,41024
barack obama,2018-10,7258
barack obama,2018-11,16106
barack obama,2018-12,6919
barack obama,2019-01,2997
barack obama,2019-02,2527
barack obama,2019-03,2715
barack obama,2019-04,6376
barack obama,2019-05,3021
barack obama,2019-06,2943
barack obama,2019-07,4202
barack obama,2019-08,6741
barack obama,2019-09,2770
barack obama,2019-10,7237
barack obama,2019-11,6857
barack obama,2019-12,3322
barack obama,2020-01,2764
barack obama,2020-02,5510
barack obama,2020-03,2223
barack obama,2020-04,6332
barack obama,2020-05,22606
barack obama,2020-06,10040
barack obama,2020-07,17058
bernie sanders,2010-01,1287
bernie sanders,2010-02,1734
bernie sanders,2010-03,1152
bernie sanders,2010-04,1758
bernie sanders,2010-05,2262
bernie sanders,2010-06,603
bernie sanders,2010-07,264
bernie sanders,2010-08,717
bernie sanders,2010-09,1212
bernie sanders,2010-10,1512
bernie sanders,2010-11,1566
bernie sanders,2010-12,6446
bernie sanders,2011-01,2958
bernie sanders,2011-02,1128
bernie sanders,2011-03,2039
bernie sanders,2011-04,3822
bernie sanders,2011-05,2196
bernie sanders,2011-06,3545
bernie sanders,2011-07,6294
bernie sanders,2011-08,3939
bernie sanders,2011-09,3003
bernie sanders,2011-10,4518
bernie sanders,2011-11,2238
bernie sanders,2011-12,3387
bernie sanders,2012-01,1545
bernie sanders,2012-02,4134
bernie sanders,2012-03,972
bernie sanders,2012-04,2619
bernie sanders,2012-05,2925
bernie sanders,2012-06,3672
bernie sanders,2012-07,315
bernie sanders,2012-08,690
bernie sanders,2012-09,1479
bernie sanders,2012-10,735
bernie sanders,2012-11,2853
bernie sanders,2012-12,2182
bernie sanders,2013-01,3918
bernie sanders,2013-02,1759
bernie sanders,2013-03,2073
bernie sanders,2013-04,1265
bernie sanders,2013-05,738
bernie sanders,2013-06,2586
bernie sanders,2013-07,1344
bernie sanders,2013-08,522
bernie sanders,2013-09,3396
bernie sanders,2013-10,4089
bernie sanders,2013-11,3165
bernie sanders,2013-12,3227
bernie sanders,2014-01,3438
bernie sanders,2014-02,999
bernie sanders,2014-03,2793
bernie sanders,2014-04,2511
bernie sanders,2014-05,9741
bernie sanders,2014-06,1695
bernie sanders,2014-07,3550
bernie sanders,2014-08,1470
bernie sanders,2014-09,3492
bernie sanders,2014-10,2682
bernie sanders,2014-11,3440
bernie sanders,2014-12,2175
bernie sanders,2015-01,1675
bernie sanders,2015-02,1900
bernie sanders,2015-03,2613
bernie sanders,2015-04,8597
bernie sanders,2015-05,10057
bernie sanders,2015-06,8390
bernie sanders,2015-07,10723
bernie sanders,2015-08,12204
bernie sanders,2015-09,15208
bernie sanders,2015-10,34740
bernie sanders,2015-11,9809
bernie sanders,2015-12,15100
bernie sanders,2016-01,58586
bernie sanders,2016-02,115953
bernie sanders,2016-03,92179
bernie sanders,2016-04,100873
bernie sanders,2016-05,56891
bernie sanders,2016-06,28364
bernie sanders,2016-07,19877
bernie sanders,2016-08,1206
bernie sanders,2016-09,7115
bernie sanders,2016-10,4155
bernie sanders,2016-11,6179
bernie sanders,2016-12,3962
bernie sanders,2017-01,14542
bernie sanders,2017-02,8739
bernie sanders,2017-03,11068
bernie sanders,2017-04,3963
bernie sanders,2017-05,6769
bernie sanders,2017-06,8013
bernie sanders,2017-07,5779
bernie sanders,2017-08,1193
bernie sanders,2017-09,6167
bernie sanders,2017-10,3458
bernie sanders,2017-11,5758
bernie sanders,2017-12,5216
bernie sanders,2018-01,7211
bernie sanders,2018-02,1818
bernie sanders,2018-03,2848
bernie sanders,2018-04,3206
bernie sanders,2018-05,2901
bernie sanders,2018-06,6640
bernie sanders,2018-07,2218
bernie sanders,2018-08,1801
bernie sanders,2018-09,863
bernie sanders,2018-10,4459
bernie sanders,2018-11,4711
bernie sanders,2018-12,5230
bernie sanders,2019-01,5130
bernie sanders,2019-02,19926
bernie sanders,2019-03,18494
bernie sanders,2019-04,33337
bernie sanders,2019-05,20685
bernie sanders,2019-06,41208
bernie sanders,2019-07,34196
bernie sanders,2019-08,21343
bernie sanders,2019-09,16171
bernie sanders,2019-10,21899
bernie sanders,2019-11,11777
bernie sanders,2019-12,15507
bernie sanders,2020-01,47969
bernie sanders,2020-02,116267
bernie sanders,2020-03,105826
bernie sanders,2020-04,13340
bernie sanders,2020-05,4081
bernie sanders,2020-06,742
bernie sanders,2020-07,5019
bill hemmer,2010-01,14486
bill hemmer,2010-02,8570
bill hemmer,2010-03,13741
bill hemmer,2010-04,11861
bill hemmer,2010-05,4834
bill hemmer,2010-06,5445
bill hemmer,2010-07,11807
bill hemmer,2010-08,10773
bill hemmer,2010-09,12863
bill hemmer,2010-10,14725
bill hemmer,2010-11,12947
bill hemmer,2010-12,15039
bill hemmer,2011-01,20017
bill hemmer,2011-02,13423
bill hemmer,2011-03,13365
bill hemmer,2011-04,11523
bill hemmer,2011-05,15668
bill hemmer,2011-06,12699
bill hemmer,2011-07,13737
bill hemmer,2011-08,15051
bill hemmer,2011-09,13837
bill hemmer,2011-10,14774
bill hemmer,2011-11,12287
bill hemmer,2011-12,12870
bill hemmer,2012-01,17044
bill hemmer,2012-02,8518
bill hemmer,2012-03,14352
bill hemmer,2012-04,9555
bill hemmer,2012-05,13780
bill hemmer,2012-06,14563
bill hemmer,2012-07,8645
bill hemmer,2012-08,9826
bill hemmer,2012-09,11874
bill hemmer,2012-10,15909
bill hemmer,2012-11,12824
bill hemmer,2012-12,14288
bill hemmer,2013-01,15910
bill hemmer,2013-02,10735
bill hemmer,2013-03,14216
bill hemmer,2013-04,18237
bill hemmer,2013-05,11305
bill hemmer,2013-06,11736
bill hemmer,2013-07,11212
bill hemmer,2013-08,9571
bill hemmer,2013-09,11405
bill hemmer,2013-10,21131
bill hemmer,2013-11,15068
bill hemmer,2013-12,17028
bill hemmer,2014-01,18807
bill hemmer,2014-02,13209
bill hemmer,2014-03,17091
bill hemmer,2014-04,15012
bill hemmer,2014-05,9644
bill hemmer,2014-06,10689
bill hemmer,2014-07,10084
bill hemmer,2014-08,8666
bill hemmer,2014-09,8640
bill hemmer,2014-10,11614
bill hemmer,2014-11,9632
bill hemmer,2014-12,8510
bill hemmer,2015-01,9121
bill hemmer,2015-02,7705
bill hemmer,2015-03,9310
bill hemmer,2015-04,9109
bill hemmer,2015-05,6979
bill hemmer,2015-06,8398
bill hemmer,2015-07,7827
bill hemmer,2015-08,7778
bill hemmer,2015-09,11848
bill hemmer,2015-10,8265
bill hemmer,2015-11,15344
bill hemmer,2015-12,7899
bill hemmer,2016-01,10774
bill hemmer,2016-02,12344
bill hemmer,2016-03,12263
bill hemmer,2016-04,9342
bill hemmer,2016-05,7795
bill hemmer,2016-06,12905
bill hemmer,2016-07,9553
bill hemmer,2016-08,8466
bill hemmer,2016-09,8743
bill hemmer,2016-10,10512
bill hemmer,2016-11,9622
bill hemmer,2016-12,6936
bill hemmer,2017-01,10273
bill hemmer,2017-02,13108
bill hemmer,2017-03,9350
bill hemmer,2017-04,11901
bill hemmer,2017-05,11673
bill hemmer,2017-06,14778
bill hemmer,2017-07,6673
bill hemmer,2017-08,10704
bill hemmer,2017-09,8296
bill hemmer,2017-10,14319
bill hemmer,2017-11,9341
bill hemmer,2017-12,7543
bill hemmer,2018-01,10664
bill hemmer,2018-02,10467
bill hemmer,2018-03,12344
bill hemmer,2018-04,11243
bill hemmer,2018-05,13066
